uid	followers_count	friends_count	statuses_count	favourites_count	listed_count	created_year	name_words	screen_name_length	description_length
202388889	0.000251466068694	0.00665727428581	0.0086177590736	0.0403688485789	0.000603001608004	0.997023809524	0.222222222222	0.8	0.178403755869
1392518336	0.000285409207244	0.00283808327534	0.0175309270385	0.0135989245072	0.0024566732178	0.998511904762	0.222222222222	0.733333333333	0.746478873239
361208576	0.000151309906353	0.00195542579736	0.00713616986466	0.00216045291879	0.000625335000893	0.99751984127	0.333333333333	0.533333333333	0.605633802817
1535215357	0.000566515763122	0.0082732164378	0.170877228065	0.166684339083	0.00151867071646	0.998511904762	0.111111111111	0.733333333333	0.107981220657
4396196375	0.000299034269901	0.00327941201433	0.0333175781925	0.0508283945241	0.00165267107379	0.999503968254	0.111111111111	0.866666666667	0.746478873239
17938477	7.93600140745e-05	0.00169741822688	0.00497559468082	0.015223524511	0.00125067000179	0.996031746032	0.333333333333	1.0	0.18779342723
720288026681716737	1.60154245271e-05	0.000237638551763	0.00859412636229	7.00585083218e-05	0.00194300518135	1.0	0.222222222222	0.8	0.403755868545
174004739	8.86824253663e-05	0.00638229253306	0.0512457165711	0.251604718535	0.000603001608004	0.997023809524	0.111111111111	0.8	0.0
53783678	0.000181667502098	0.00365963369715	0.0357381132007	0.131709995645	0.00116133643023	0.996527777778	0.333333333333	0.6	0.568075117371
257662370	0.00018310171922	0.00467129496037	0.0174836616159	0.0178137958457	0.000647668393782	0.99751984127	0.333333333333	0.933333333333	0.413145539906
4795355113	6.76472409129e-05	0.00137830360022	0.000709890289683	0.000789578323519	0.000178667143112	1.0	0.333333333333	0.933333333333	0.75117370892
1633971270	2.72501253147e-05	0.000200295350771	0.00697255878637	0.0112074678583	4.46667857781e-05	0.998511904762	0.222222222222	0.866666666667	0.37558685446
2803810119	1.36250626574e-05	0.00109992701102	0.00359399001972	0.015558669267	6.70001786671e-05	0.999007936508	0.111111111111	0.666666666667	0.0
2244770588	0.0113346179138	0.0823383633493	0.0113382477254	0.00375475735141	0.00527068072182	0.998511904762	0.111111111111	0.933333333333	0.600938967136
102071251	8.2945556879e-05	0.00265476210684	0.00515738476781	0.00131217692614	0.000491334643559	0.997023809524	0.222222222222	0.4	0.488262910798
3358825450	8.17503759442e-05	0.000475277103526	0.00413117972677	0.0200897506296	0.0	0.999503968254	0.111111111111	0.8	0.0892018779343
555940842	0.000103741705146	0.00139867261895	0.038514047829	0.0233351636908	0.000111666964445	0.998015873016	0.111111111111	0.8	0.276995305164
2469354073	2.05571120795e-05	0.000152767640419	0.000140887317415	3.4082517562e-05	0.000268000714669	0.999007936508	0.222222222222	1.0	0.0
360464656	9.48973662276e-05	0.00279395040144	0.0744339511166	0.0247173991252	0.000312667500447	0.99751984127	0.222222222222	0.8	0.69014084507
77243076	2.17522930144e-05	0.000641624089759	0.0111937246062	7.57389279155e-06	0.00022333392889	0.996527777778	0.333333333333	0.8	0.239436619718
1731752761	3.58554280457e-06	0.000139188294604	4.99922739213e-05	0.000115501865071	0.0	0.998511904762	0.111111111111	0.733333333333	0.173708920188
2330149164	0.000103741705146	0.00160236280617	0.0232127762073	0.00274742961013	0.00024566732178	0.999007936508	0.111111111111	0.733333333333	0.112676056338
2830586398	4.08751879721e-05	0.00135114490859	0.00108619576974	0.00133300513131	6.70001786671e-05	0.999007936508	0.333333333333	1.0	0.389671361502
443273019	5.25879611337e-05	0.000573727360684	0.00980212149032	0.00494385851968	2.2333392889e-05	0.99751984127	0.222222222222	0.733333333333	0.68544600939
2591381383	0.00141676748018	0.00593417412116	0.00302044229528	0.000342718648818	0.00808468822584	0.999007936508	0.333333333333	1.0	0.732394366197
1093716612	3.70506089805e-05	0.000835129767623	0.00273230500741	0.00151099161191	0.000156333750223	0.998511904762	0.222222222222	1.0	0.342723004695
